score;attractive;ID;img_paths;asian;White;Train;Validation
0.613;61;AF1195;AF1195.jpg;1;0;1;
0.731;73;AF1196;AF1196.jpg;1;0;1;
0.588;59;AF1197;AF1197.jpg;1;0;1;
0.627;63;AF1198;AF1198.jpg;1;0;1;
0.725;73;AF1199;AF1199.jpg;1;0;1;
0.13;13;AF12;AF12.jpg;1;0;0;
0.337;34;AF120;AF120.jpg;1;0;1;
0.675;68;AF1200;AF1200.jpg;1;0;1;
0.412;41;AF1201;AF1201.jpg;1;0;1;
0.619;62;AF1202;AF1202.jpg;1;0;1;
0.495;50;AF1203;AF1203.jpg;1;0;1;
0.418;42;AF1204;AF1204.jpg;1;0;1;
0.649;65;AF1205;AF1205.jpg;1;0;1;
0.593;59;AF1206;AF1206.jpg;1;0;1;
0.603;60;AF1207;AF1207.jpg;1;0;1;
0.701;70;AF1208;AF1208.jpg;1;0;1;
0.639;64;AF1209;AF1209.jpg;1;0;1;
0.253;25;AF121;AF121.jpg;1;0;0;
0.33;33;AF1210;AF1210.jpg;1;0;1;
0.562;56;AF1211;AF1211.jpg;1;0;1;
0.582;58;AF1212;AF1212.jpg;1;0;1;
0.536;54;AF1213;AF1213.jpg;1;0;1;
0.433;43;AF1214;AF1214.jpg;1;0;1;
0.381;38;AF1215;AF1215.jpg;1;0;0;
0.29;29;AF1216;AF1216.jpg;1;0;1;
0.443;44;AF1217;AF1217.jpg;1;0;0;
0.691;69;AF1218;AF1218.jpg;1;0;1;
0.418;42;AF1219;AF1219.jpg;1;0;0;
0.33;33;AF122;AF122.jpg;1;0;0;
0.345;35;AF1220;AF1220.jpg;1;0;1;
0.758;76;AF1221;AF1221.jpg;1;0;1;
0.655;66;AF1222;AF1222.jpg;1;0;1;
0.216;22;AF1223;AF1223.jpg;1;0;1;
0.644;64;AF1224;AF1224.jpg;1;0;1;
0.557;56;AF1225;AF1225.jpg;1;0;1;
0.33;33;AF1226;AF1226.jpg;1;0;0;
0.732;73;AF1227;AF1227.jpg;1;0;1;
0.423;42;AF1228;AF1228.jpg;1;0;1;
0.42;42;AF1229;AF1229.jpg;1;0;1;
0.263;26;AF123;AF123.jpg;1;0;1;
0.242;24;AF1230;AF1230.jpg;1;0;0;
0.629;63;AF1231;AF1231.jpg;1;0;1;
0.613;61;AF1232;AF1232.jpg;1;0;1;
0.539;54;AF1233;AF1233.jpg;1;0;1;
0.582;58;AF1234;AF1234.jpg;1;0;1;
0.278;28;AF1235;AF1235.jpg;1;0;1;
0.67;67;AF1236;AF1236.jpg;1;0;1;
0.629;63;AF1237;AF1237.jpg;1;0;1;
0.624;62;AF1238;AF1238.jpg;1;0;1;
0.515;52;AF1239;AF1239.jpg;1;0;0;
0.33;33;AF124;AF124.jpg;1;0;1;
0.316;32;AF1240;AF1240.jpg;1;0;1;
0.756;76;AF1241;AF1241.jpg;1;0;0;
0.747;75;AF1242;AF1242.jpg;1;0;1;
0.361;36;AF1243;AF1243.jpg;1;0;1;
0.634;63;AF1244;AF1244.jpg;1;0;1;
0.428;43;AF1245;AF1245.jpg;1;0;1;
0.454;45;AF1246;AF1246.jpg;1;0;1;
0.649;65;AF1247;AF1247.jpg;1;0;1;
0.376;38;AF1248;AF1248.jpg;1;0;1;
0.617;62;AF1249;AF1249.jpg;1;0;1;
0.394;39;AF125;AF125.jpg;1;0;0;
0.335;34;AF1250;AF1250.jpg;1;0;1;
0.701;70;AF1251;AF1251.jpg;1;0;1;
0.33;33;AF1252;AF1252.jpg;1;0;1;
0.531;53;AF1253;AF1253.jpg;1;0;0;
0.608;61;AF1254;AF1254.jpg;1;0;1;
0.689;69;AF1255;AF1255.jpg;1;0;1;
0.289;29;AF1256;AF1256.jpg;1;0;1;
0.644;64;AF1257;AF1257.jpg;1;0;1;
0.624;62;AF1258;AF1258.jpg;1;0;0;
0.268;27;AF1259;AF1259.jpg;1;0;0;
0.438;44;AF126;AF126.jpg;1;0;1;
0.711;71;AF1260;AF1260.jpg;1;0;1;
0.658;66;AF1261;AF1261.jpg;1;0;1;
0.639;64;AF1262;AF1262.jpg;1;0;1;
0.464;46;AF1263;AF1263.jpg;1;0;1;
0.495;50;AF1264;AF1264.jpg;1;0;1;
0.778;78;AF1265;AF1265.jpg;1;0;0;
0.649;65;AF1266;AF1266.jpg;1;0;1;
0.557;56;AF1267;AF1267.jpg;1;0;1;
0.737;74;AF1268;AF1268.jpg;1;0;0;
0.722;72;AF1269;AF1269.jpg;1;0;0;
0.335;34;AF127;AF127.jpg;1;0;1;
0.608;61;AF1270;AF1270.jpg;1;0;1;
0.464;46;AF1271;AF1271.jpg;1;0;1;
0.608;61;AF1272;AF1272.jpg;1;0;1;
0.186;19;AF1273;AF1273.jpg;1;0;1;
0.44;44;AF1274;AF1274.jpg;1;0;1;
0.423;42;AF1275;AF1275.jpg;1;0;1;
0.273;27;AF1276;AF1276.jpg;1;0;1;
0.5;50;AF1277;AF1277.jpg;1;0;1;
0.649;65;AF1278;AF1278.jpg;1;0;1;
0.655;66;AF1279;AF1279.jpg;1;0;1;
0.552;55;AF128;AF128.jpg;1;0;1;
0.789;79;AF1280;AF1280.jpg;1;0;1;
0.438;44;AF1281;AF1281.jpg;1;0;1;
0.624;62;AF1282;AF1282.jpg;1;0;0;
0.789;79;AF1283;AF1283.jpg;1;0;0;
0.412;41;AF1284;AF1284.jpg;1;0;1;
0.634;63;AF1285;AF1285.jpg;1;0;1;
0.727;73;AF1286;AF1286.jpg;1;0;1;
0.598;60;AF1287;AF1287.jpg;1;0;0;
0.567;57;AF1288;AF1288.jpg;1;0;1;
0.541;54;AF1289;AF1289.jpg;1;0;0;
0.361;36;AF129;AF129.jpg;1;0;1;
0.691;69;AF1290;AF1290.jpg;1;0;1;
0.716;72;AF1291;AF1291.jpg;1;0;1;
0.371;37;AF1292;AF1292.jpg;1;0;1;
0.665;67;AF1293;AF1293.jpg;1;0;1;
0.314;31;AF1294;AF1294.jpg;1;0;0;
0.722;72;AF1295;AF1295.jpg;1;0;1;
0.438;44;AF1296;AF1296.jpg;1;0;0;
0.644;64;AF1297;AF1297.jpg;1;0;1;
0.674;67;AF1298;AF1298.jpg;1;0;1;
0.701;70;AF1299;AF1299.jpg;1;0;1;
0.606;61;AF13;AF13.jpg;1;0;0;
0.402;40;AF130;AF130.jpg;1;0;1;
0.258;26;AF1300;AF1300.jpg;1;0;1;
0.598;60;AF1301;AF1301.jpg;1;0;1;
0.716;72;AF1302;AF1302.jpg;1;0;1;
0.474;47;AF1303;AF1303.jpg;1;0;1;
0.211;21;AF1304;AF1304.jpg;1;0;1;
0.627;63;AF1305;AF1305.jpg;1;0;0;
0.242;24;AF1306;AF1306.jpg;1;0;0;
0.513;51;AF1307;AF1307.jpg;1;0;1;
0.624;62;AF1308;AF1308.jpg;1;0;1;
0.701;70;AF1309;AF1309.jpg;1;0;1;
0.356;36;AF131;AF131.jpg;1;0;1;
0.376;38;AF1310;AF1310.jpg;1;0;0;
0.655;66;AF1311;AF1311.jpg;1;0;0;
0.619;62;AF1312;AF1312.jpg;1;0;1;
0.299;30;AF1313;AF1313.jpg;1;0;1;
0.515;52;AF1314;AF1314.jpg;1;0;1;
0.402;40;AF1315;AF1315.jpg;1;0;1;
0.613;61;AF1316;AF1316.jpg;1;0;1;
0.655;66;AF1317;AF1317.jpg;1;0;1;
0.665;67;AF1318;AF1318.jpg;1;0;1;
0.83;83;AF1319;AF1319.jpg;1;0;1;
0.314;31;AF132;AF132.jpg;1;0;1;
0.716;72;AF1320;AF1320.jpg;1;0;1;
0.129;13;AF1321;AF1321.jpg;1;0;0;
0.289;29;AF1322;AF1322.jpg;1;0;1;
0.371;37;AF1323;AF1323.jpg;1;0;1;
0.665;67;AF1324;AF1324.jpg;1;0;0;
0.294;29;AF1325;AF1325.jpg;1;0;1;
0.66;66;AF1326;AF1326.jpg;1;0;1;
0.485;49;AF1327;AF1327.jpg;1;0;1;
0.634;63;AF1328;AF1328.jpg;1;0;1;
0.51;51;AF1329;AF1329.jpg;1;0;1;
0.433;43;AF133;AF133.jpg;1;0;1;
0.454;45;AF1330;AF1330.jpg;1;0;1;
0.639;64;AF1331;AF1331.jpg;1;0;1;
0.301;30;AF1332;AF1332.jpg;1;0;1;
0.799;80;AF1333;AF1333.jpg;1;0;1;
0.598;60;AF1334;AF1334.jpg;1;0;1;
0.701;70;AF1335;AF1335.jpg;1;0;1;
0.495;50;AF1336;AF1336.jpg;1;0;1;
0.216;22;AF1337;AF1337.jpg;1;0;1;
0.392;39;AF1338;AF1338.jpg;1;0;0;
0.655;66;AF1339;AF1339.jpg;1;0;1;
0.335;34;AF134;AF134.jpg;1;0;0;
0.732;73;AF1340;AF1340.jpg;1;0;1;
0.361;36;AF1341;AF1341.jpg;1;0;1;
0.763;76;AF1342;AF1342.jpg;1;0;0;
0.716;72;AF1343;AF1343.jpg;1;0;1;
0.68;68;AF1344;AF1344.jpg;1;0;1;
0.727;73;AF1345;AF1345.jpg;1;0;1;
0.737;74;AF1346;AF1346.jpg;1;0;1;
0.639;64;AF1347;AF1347.jpg;1;0;1;
0.722;72;AF1348;AF1348.jpg;1;0;1;
0.351;35;AF1349;AF1349.jpg;1;0;0;
0.418;42;AF135;AF135.jpg;1;0;1;
0.149;15;AF1350;AF1350.jpg;1;0;1;
0.454;45;AF1351;AF1351.jpg;1;0;1;
0.67;67;AF1352;AF1352.jpg;1;0;1;
0.575;58;AF1353;AF1353.jpg;1;0;0;
0.67;67;AF1354;AF1354.jpg;1;0;0;
0.722;72;AF1355;AF1355.jpg;1;0;0;
0.469;47;AF1356;AF1356.jpg;1;0;1;
0.655;66;AF1357;AF1357.jpg;1;0;1;
0.206;21;AF1358;AF1358.jpg;1;0;1;
0.572;57;AF1359;AF1359.jpg;1;0;1;
0.301;30;AF136;AF136.jpg;1;0;1;
0.793;79;AF1360;AF1360.jpg;1;0;1;
0.68;68;AF1361;AF1361.jpg;1;0;1;
0.603;60;AF1362;AF1362.jpg;1;0;1;
0.326;33;AF1363;AF1363.jpg;1;0;1;
0.624;62;AF1364;AF1364.jpg;1;0;0;
0.778;78;AF1365;AF1365.jpg;1;0;1;
0.51;51;AF1366;AF1366.jpg;1;0;1;
0.56;56;AF1367;AF1367.jpg;1;0;0;
0.51;51;AF1368;AF1368.jpg;1;0;0;
0.304;30;AF1369;AF1369.jpg;1;0;1;
0.428;43;AF137;AF137.jpg;1;0;1;
0.701;70;AF1370;AF1370.jpg;1;0;1;
0.66;66;AF1371;AF1371.jpg;1;0;1;
0.479;48;AF1372;AF1372.jpg;1;0;1;
0.351;35;AF1373;AF1373.jpg;1;0;0;
0.629;63;AF1374;AF1374.jpg;1;0;1;
0.562;56;AF1375;AF1375.jpg;1;0;1;
0.526;53;AF1376;AF1376.jpg;1;0;1;
0.541;54;AF1377;AF1377.jpg;1;0;1;
0.526;53;AF1378;AF1378.jpg;1;0;1;
0.366;37;AF1379;AF1379.jpg;1;0;1;
0.238;24;AF138;AF138.jpg;1;0;1;
0.273;27;AF1380;AF1380.jpg;1;0;1;
0.485;49;AF1381;AF1381.jpg;1;0;1;
0.701;70;AF1382;AF1382.jpg;1;0;0;
0.237;24;AF1383;AF1383.jpg;1;0;1;
0.608;61;AF1384;AF1384.jpg;1;0;1;
0.758;76;AF1385;AF1385.jpg;1;0;1;
0.567;57;AF1386;AF1386.jpg;1;0;1;
0.691;69;AF1387;AF1387.jpg;1;0;1;
0.711;71;AF1388;AF1388.jpg;1;0;1;
0.448;45;AF1389;AF1389.jpg;1;0;1;
0.242;24;AF139;AF139.jpg;1;0;1;
0.804;80;AF1390;AF1390.jpg;1;0;1;
0.402;40;AF1391;AF1391.jpg;1;0;1;
0.624;62;AF1392;AF1392.jpg;1;0;1;
0.58;58;AF1393;AF1393.jpg;1;0;1;
0.716;72;AF1394;AF1394.jpg;1;0;0;
0.619;62;AF1395;AF1395.jpg;1;0;1;
0.557;56;AF1396;AF1396.jpg;1;0;0;
0.655;66;AF1397;AF1397.jpg;1;0;1;
0.124;12;AF1398;AF1398.jpg;1;0;1;
0.51;51;AF1399;AF1399.jpg;1;0;1;
0.165;17;AF14;AF14.jpg;1;0;1;
0.175;18;AF140;AF140.jpg;1;0;1;
0.619;62;AF1400;AF1400.jpg;1;0;1;
0.742;74;AF1401;AF1401.jpg;1;0;0;
0.644;64;AF1402;AF1402.jpg;1;0;1;
0.691;69;AF1403;AF1403.jpg;1;0;1;
0.407;41;AF1404;AF1404.jpg;1;0;1;
0.66;66;AF1405;AF1405.jpg;1;0;0;
0.732;73;AF1406;AF1406.jpg;1;0;1;
0.686;69;AF1407;AF1407.jpg;1;0;1;
0.639;64;AF1408;AF1408.jpg;1;0;1;
0.639;64;AF1409;AF1409.jpg;1;0;1;
0.345;35;AF141;AF141.jpg;1;0;1;
0.722;72;AF1410;AF1410.jpg;1;0;1;
0.459;46;AF1411;AF1411.jpg;1;0;1;
0.603;60;AF1412;AF1412.jpg;1;0;1;
0.552;55;AF1413;AF1413.jpg;1;0;0;
0.588;59;AF1414;AF1414.jpg;1;0;1;
0.134;13;AF1415;AF1415.jpg;1;0;0;
0.727;73;AF1416;AF1416.jpg;1;0;1;
0.727;73;AF1417;AF1417.jpg;1;0;1;
0.582;58;AF1418;AF1418.jpg;1;0;1;
0.613;61;AF1419;AF1419.jpg;1;0;1;
